Eb/No (dB),RS Depth 4 (BPSK),Concat 1/2 D4 (BPSK),RS Depth 4 (8PSK),Concat 1/2 D4 (8PSK),Uncoded (BPSK),Uncoded (8PSK),Uncoded (16QAM),CCSDS 4D-8PSK-TCM (BPSK),CCSDS 4D-8PSK-TCM-2.0 (BPSK),Concat 2/3 D4 (BPSK),Concat 3/4 D4 (BPSK),Concat 5/6 D4 (BPSK),Concat 7/8 D4 (BPSK),Uncoded (32APSK),Uncoded (64APSK),Uncoded (16APSK),Uncoded (64QAM),Uncoded (256QAM),Uncoded (256APSK),Uncoded (128APSK),Uncoded (128QAM),Concat 2/3 D4 (8PSK),Concat 3/4 D4 (8PSK),Concat 5/6 D4 (8PSK)
0.0,9.291144e-02,1.513663e-01,1.361817e-01,2.324785e-01,7.864699e-02,1.225447e-01,1.409300e-01,1.932642e-01,2.434798e-01,1.582288e-01,1.429338e-01,1.265739e-01,1.173237e-01,2.641192e-01,3.298880e-01,2.277469e-01,1.995896e-01,2.546698e-01,3.925114e-01,3.318856e-01,2.886983e-01,2.281833e-01,1.849771e-01,1.728931e-01
0.1,9.039360e-02,1.426918e-01,1.337739e-01,2.276863e-01,7.621579e-02,1.203536e-01,,,2.410916e-01,1.536119e-01,1.393159e-01,1.238339e-01,1.148580e-01,2.616982e-01,3.276618e-01,2.246035e-01,,,,,,2.255013e-01,1.823238e-01,1.706137e-01
0.2,8.800208e-02,1.337044e-01,1.315392e-01,2.223641e-01,7.385001e-02,1.182198e-01,,,2.386554e-01,1.490633e-01,1.359522e-01,1.214670e-01,1.123718e-01,2.588918e-01,3.255357e-01,2.219660e-01,,,,,,2.223953e-01,1.800299e-01,1.681159e-01
0.3,8.554882e-02,1.246649e-01,1.292846e-01,2.168247e-01,7.157536e-02,1.158403e-01,,,2.365039e-01,1.431860e-01,1.321695e-01,1.188696e-01,1.098201e-01,2.564508e-01,3.232242e-01,2.189005e-01,,,,,,2.202200e-01,1.779379e-01,1.655174e-01
0.4,8.302144e-02,1.171754e-01,1.267259e-01,2.110439e-01,6.944128e-02,1.136934e-01,,,2.343116e-01,1.382110e-01,1.285888e-01,1.160762e-01,1.076176e-01,2.536047e-01,3.212604e-01,2.157255e-01,,,,,,2.173230e-01,1.753987e-01,1.635861e-01
0.5,8.055983e-02,1.078159e-01,1.245222e-01,2.057253e-01,6.705245e-02,1.114716e-01,,,2.316462e-01,1.324153e-01,1.243890e-01,1.135449e-01,1.051433e-01,2.510924e-01,3.193162e-01,2.125076e-01,,,,,,2.148033e-01,1.729352e-01,1.613876e-01
0.6,7.821926e-02,9.835284e-02,1.220805e-01,1.993102e-01,6.481008e-02,1.094472e-01,,,2.290330e-01,1.264324e-01,1.203700e-01,1.106531e-01,1.027826e-01,2.486677e-01,3.174727e-01,2.097402e-01,,,,,,2.119716e-01,1.710528e-01,1.587930e-01
0.7,7.589076e-02,8.989559e-02,1.200848e-01,1.918948e-01,6.268343e-02,1.072042e-01,,,2.267933e-01,1.198209e-01,1.162514e-01,1.075899e-01,1.003047e-01,2.459870e-01,3.146829e-01,2.065083e-01,,,,,,2.089387e-01,1.682002e-01,1.566269e-01
0.8,7.344291e-02,8.130078e-02,1.176681e-01,1.844848e-01,6.050186e-02,1.049930e-01,,,2.242608e-01,1.136382e-01,1.114267e-01,1.049288e-01,9.790568e-02,2.432040e-01,3.129385e-01,2.031372e-01,,,,,,2.060557e-01,1.659832e-01,1.541825e-01
0.9,7.127959e-02,7.379182e-02,1.154267e-01,1.775917e-01,5.837295e-02,1.030434e-01,,,2.218878e-01,1.065180e-01,1.072213e-01,1.022864e-01,9.525461e-02,2.401099e-01,3.103414e-01,2.000396e-01,,,,,,2.035172e-01,1.637249e-01,1.522990e-01
1.0,6.865761e-02,6.612448e-02,1.133226e-01,1.703984e-01,5.631584e-02,1.009051e-01,1.189319e-01,1.634837e-01,2.192113e-01,9.988632e-02,1.023016e-01,9.908053e-02,9.324773e-02,2.379087e-01,3.082438e-01,1.972084e-01,1.781085e-01,2.359502e-01,3.801176e-01,3.158421e-01,2.694508e-01,2.001317e-01,1.613538e-01,1.499939e-01
1.1,6.660508e-02,5.922661e-02,1.111096e-01,1.617330e-01,5.423923e-02,9.867997e-02,,,2.169847e-01,9.266999e-02,9.794897e-02,9.626136e-02,9.084152e-02,2.348628e-01,3.059945e-01,1.939016e-01,,,,,,1.965407e-01,1.587153e-01,1.474902e-01
1.2,6.448168e-02,5.178716e-02,1.088638e-01,1.543653e-01,5.219714e-02,9.665386e-02,,,2.143821e-01,8.586803e-02,9.283058e-02,9.277865e-02,8.829397e-02,2.321975e-01,3.038428e-01,1.906465e-01,,,,,,1.934028e-01,1.561721e-01,1.453316e-01
1.3,6.228967e-02,4.525708e-02,1.067987e-01,1.453923e-01,5.028031e-02,9.447139e-02,,,2.116994e-01,7.870296e-02,8.772500e-02,8.989584e-02,8.603665e-02,2.294706e-01,3.017506e-01,1.873386e-01,,,,,,1.900936e-01,1.537203e-01,1.431248e-01
1.4,6.004701e-02,3.996542e-02,1.047488e-01,1.362089e-01,4.830831e-02,9.249634e-02,,,2.093077e-01,7.148121e-02,8.246070e-02,8.693662e-02,8.355626e-02,2.265642e-01,2.995267e-01,1.843343e-01,,,,,,1.863537e-01,1.511091e-01,1.410474e-01
1.5,5.805151e-02,3.409451e-02,1.024636e-01,1.282794e-01,4.645707e-02,9.029502e-02,,,2.067744e-01,6.454119e-02,7.720246e-02,8.333113e-02,8.134209e-02,2.237942e-01,2.970216e-01,1.815068e-01,,,,,,1.818124e-01,1.488054e-01,1.389951e-01
1.6,5.598278e-02,2.915396e-02,1.004936e-01,1.191752e-01,4.447213e-02,8.840047e-02,,,2.040236e-01,5.731970e-02,7.225077e-02,7.968821e-02,7.882053e-02,2.207660e-01,2.947280e-01,1.782134e-01,,,,,,1.781739e-01,1.458494e-01,1.366899e-01
1.7,5.389237e-02,2.362827e-02,9.845419e-02,1.110161e-01,4.276480e-02,8.642044e-02,,,2.015182e-01,5.154752e-02,6.667451e-02,7.617526e-02,7.611493e-02,2.181268e-01,2.921788e-01,1.749170e-01,,,,,,1.735682e-01,1.435786e-01,1.343202e-01
1.8,5.184042e-02,1.653844e-02,9.622194e-02,1.024499e-01,4.094964e-02,8.454203e-02,,,1.988349e-01,4.547954e-02,6.140269e-02,7.271209e-02,7.349323e-02,2.152545e-01,2.899778e-01,1.714272e-01,,,,,,1.687250e-01,1.404156e-01,1.322946e-01
1.9,4.981310e-02,9.971803e-03,9.414472e-02,9.398957e-02,3.923535e-02,8.250763e-02,,,1.960064e-01,3.994620e-02,5.603346e-02,6.904233e-02,7.057759e-02,2.125465e-01,2.874594e-01,1.683297e-01,,,,,,1.638884e-01,1.375642e-01,1.298201e-01
2.0,4.798293e-02,4.785500e-03,9.215485e-02,8.546031e-02,3.757212e-02,8.056826e-02,9.774626e-02,1.347579e-01,1.935239e-01,3.406234e-02,5.107609e-02,6.473649e-02,6.832025e-02,2.094639e-01,2.851736e-01,1.654836e-01,1.570119e-01,2.168950e-01,3.671692e-01,2.991521e-01,2.498198e-01,1.586757e-01,1.349296e-01,1.280262e-01
2.1,4.619751e-02,1.759658e-03,9.022368e-02,7.733592e-02,3.579250e-02,7.871602e-02,,,1.907735e-01,2.931027e-02,4.620757e-02,6.035922e-02,6.519165e-02,2.067649e-01,2.832274e-01,1.621518e-01,,,,,,1.529612e-01,1.315898e-01,1.257121e-01
2.2,4.408431e-02,4.750330e-04,8.821256e-02,6.938653e-02,3.415183e-02,7.674749e-02,,,1.879498e-01,2.492063e-02,4.124135e-02,5.655454e-02,6.218085e-02,2.036485e-01,2.805115e-01,1.589740e-01,,,,,,1.475611e-01,1.287098e-01,1.236174e-01
2.3,4.252194e-02,9.673469e-05,8.626240e-02,6.190269e-02,3.271557e-02,7.498390e-02,,,1.851742e-01,1.962225e-02,3.681443e-02,5.281089e-02,5.910864e-02,2.006699e-01,2.780834e-01,1.554365e-01,,,,,,1.415491e-01,1.251067e-01,1.212837e-01
2.4,4.065510e-02,1.564522e-05,8.410674e-02,5.570543e-02,3.112347e-02,7.316355e-02,,,1.822883e-01,1.403493e-02,3.248505e-02,4.852113e-02,5.578622e-02,1.977046e-01,2.754347e-01,1.523364e-01,,,,,,1.338277e-01,1.221699e-01,1.193553e-01
2.5,3.908788e-02,1.990608e-06,8.229838e-02,4.903976e-02,2.972642e-02,7.116084e-02,,,1.792922e-01,8.048211e-03,2.864215e-02,4.432719e-02,5.262325e-02,1.949136e-01,2.728082e-01,1.491624e-01,,,,,,1.274762e-01,1.180693e-01,1.171411e-01
2.6,3.712768e-02,1.540861e-07,8.036191e-02,4.298215e-02,2.831729e-02,6.950084e-02,,,1.765309e-01,3.750869e-03,2.478625e-02,4.022718e-02,4.911158e-02,1.917552e-01,2.704584e-01,1.463085e-01,,,,,,1.204120e-01,1.144015e-01,1.147945e-01
2.7,3.556619e-02,1.719382e-08,7.826459e-02,3.738037e-02,2.679097e-02,6.748516e-02,,,1.736615e-01,1.437855e-03,2.129223e-02,3.619845e-02,4.562996e-02,1.891287e-01,2.676516e-01,1.432743e-01,,,,,,1.121629e-01,1.106580e-01,1.126904e-01
2.8,3.389966e-02,1.247151e-09,7.636750e-02,3.205630e-02,2.540630e-02,6.574159e-02,,,1.702458e-01,3.746191e-04,1.799606e-02,3.209927e-02,4.186380e-02,1.858619e-01,2.650186e-01,1.397412e-01,,,,,,1.043276e-01,1.070734e-01,1.102540e-01
2.9,3.243575e-02,0.000000e+00,7.462694e-02,2.666346e-02,2.412358e-02,6.388789e-02,,,1.674566e-01,7.458642e-05,1.385124e-02,2.888708e-02,3.833964e-02,1.828662e-01,2.621950e-01,1.368482e-01,,,,,,9.713088e-02,1.028120e-01,1.082237e-01
3.0,3.084860e-02,0.000000e+00,7.271452e-02,2.127799e-02,2.288746e-02,6.227057e-02,7.749289e-02,1.060835e-01,1.639383e-01,1.347674e-05,9.186711e-03,2.523511e-02,3.463884e-02,1.801536e-01,2.603576e-01,1.339580e-01,1.370558e-01,1.976940e-01,3.523625e-01,2.804310e-01,2.310312e-01,8.905635e-02,9.842966e-02,1.055010e-01
3.1,2.939676e-02,0.000000e+00,7.097662e-02,1.429893e-02,2.164490e-02,6.048797e-02,,,1.605281e-01,1.537036e-06,5.260919e-03,2.173537e-02,3.108120e-02,1.769273e-01,2.572966e-01,1.304692e-01,,,,,,8.099337e-02,9.426015e-02,1.033652e-01
3.2,2.803679e-02,0.000000e+00,6.892639e-02,8.452825e-03,2.047619e-02,5.888538e-02,,,1.574937e-01,1.653537e-07,2.401577e-03,1.851184e-02,2.732531e-02,1.741516e-01,2.546220e-01,1.273454e-01,,,,,,7.292819e-02,8.959509e-02,1.008655e-01
3.3,2.669018e-02,0.000000e+00,6.717490e-02,4.325210e-03,1.929457e-02,5.706042e-02,,,1.540870e-01,1.025755e-08,9.004570e-04,1.517566e-02,2.387149e-02,1.709061e-01,2.518518e-01,1.242274e-01,,,,,,6.575608e-02,8.515465e-02,9.839851e-02
3.4,2.518637e-02,0.000000e+00,6.538086e-02,1.666959e-03,1.824675e-02,5.540564e-02,,,1.504179e-01,6.445962e-10,2.531316e-04,1.116385e-02,2.053202e-02,1.679117e-01,2.492567e-01,1.210817e-01,,,,,,5.787873e-02,8.042799e-02,9.558148e-02
3.5,2.390845e-02,0.000000e+00,6.375488e-02,4.569377e-04,1.714635e-02,5.371574e-02,,,1.469992e-01,0.000000e+00,6.326615e-05,7.389473e-03,1.716938e-02,1.652268e-01,2.464509e-01,1.182353e-01,,,,,,5.081051e-02,7.579810e-02,9.329012e-02
3.6,2.266990e-02,0.000000e+00,6.190237e-02,1.135263e-04,1.617064e-02,5.217626e-02,,,1.430236e-01,0.000000e+00,1.244758e-05,3.980449e-03,1.369203e-02,1.620333e-01,2.436069e-01,1.150797e-01,,,,,,4.460270e-02,7.038579e-02,9.037828e-02
3.7,2.150798e-02,0.000000e+00,6.014844e-02,1.998687e-05,1.521377e-02,5.066903e-02,,,1.391668e-01,0.000000e+00,2.035449e-06,1.754498e-03,1.012695e-02,1.588811e-01,2.409732e-01,1.120107e-01,,,,,,3.862912e-02,6.567031e-02,8.710156e-02
3.8,2.035629e-02,0.000000e+00,5.860179e-02,3.101633e-06,1.429280e-02,4.891381e-02,,,1.358108e-01,0.000000e+00,2.578666e-07,6.080884e-04,5.942861e-03,1.560742e-01,2.381665e-01,1.092005e-01,,,,,,3.264243e-02,6.091168e-02,8.448604e-02
3.9,1.917947e-02,0.000000e+00,5.673843e-02,3.985004e-07,1.334334e-02,4.744280e-02,,,1.312658e-01,0.000000e+00,2.662487e-08,1.825107e-04,2.974594e-03,1.531535e-01,2.356372e-01,1.063518e-01,,,,,,2.709710e-02,5.601464e-02,8.148535e-02
4.0,1.803622e-02,0.000000e+00,5.516594e-02,3.430375e-08,1.253376e-02,4.587379e-02,5.856877e-02,7.647640e-02,1.276041e-01,0.000000e+00,1.261169e-09,3.991347e-05,1.281866e-03,1.499904e-01,2.324679e-01,1.030476e-01,1.185943e-01,1.784477e-01,3.355979e-01,2.602972e-01,2.125330e-01,2.209417e-02,5.133871e-02,7.833256e-02
4.1,1.698772e-02,0.000000e+00,5.347239e-02,3.713435e-09,1.170220e-02,4.426616e-02,,,1.230567e-01,0.000000e+00,3.643369e-10,8.154880e-06,4.108789e-04,1.473251e-01,2.295490e-01,1.002793e-01,,,,,,1.589333e-02,4.666784e-02,7.480490e-02
4.2,1.599113e-02,0.000000e+00,5.179597e-02,0.000000e+00,1.092392e-02,4.293910e-02,,,1.194198e-01,0.000000e+00,0.000000e+00,1.351613e-06,1.081457e-04,1.440514e-01,2.264672e-01,9.749249e-02,,,,,,1.013392e-02,4.223308e-02,7.158775e-02
4.3,1.495360e-02,0.000000e+00,5.020555e-02,0.000000e+00,1.017711e-02,4.142866e-02,,,1.149780e-01,0.000000e+00,0.000000e+00,1.825762e-07,2.274148e-05,1.412280e-01,2.237511e-01,9.456278e-02,,,,,,5.254380e-03,3.827349e-02,6.809584e-02
4.4,1.411036e-02,0.000000e+00,4.871989e-02,0.000000e+00,9.395681e-03,3.997348e-02,,,1.108579e-01,0.000000e+00,0.000000e+00,2.212626e-08,3.837892e-06,1.379735e-01,2.207661e-01,9.196621e-02,,,,,,2.330658e-03,3.427582e-02,6.431946e-02
4.5,1.300761e-02,0.000000e+00,4.711621e-02,0.000000e+00,8.799146e-03,3.865109e-02,,,1.060194e-01,0.000000e+00,0.000000e+00,3.951643e-09,5.792157e-07,1.352183e-01,2.179598e-01,8.903658e-02,,,,,,7.917733e-04,3.022099e-02,6.049006e-02
4.6,1.202181e-02,0.000000e+00,4.567165e-02,0.000000e+00,8.152003e-03,3.719944e-02,,,1.013073e-01,0.000000e+00,0.000000e+00,2.942710e-10,7.352626e-08,1.322984e-01,2.149528e-01,8.623283e-02,,,,,,2.208776e-04,2.666280e-02,5.635925e-02
4.7,1.093863e-02,0.000000e+00,4.425446e-02,0.000000e+00,7.609298e-03,3.577633e-02,,,9.699765e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.412792e-09,1.291009e-01,2.119424e-01,8.356906e-02,,,,,,4.830274e-05,2.330571e-02,5.245229e-02
4.8,9.704477e-03,0.000000e+00,4.253912e-02,0.000000e+00,6.996399e-03,3.447405e-02,,,9.244902e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.163074e-09,1.262465e-01,2.090979e-01,8.087757e-02,,,,,,9.421316e-06,1.984531e-02,4.837053e-02
4.9,8.426011e-03,0.000000e+00,4.109165e-02,0.000000e+00,6.473771e-03,3.312292e-02,,,8.766437e-02,0.000000e+00,0.000000e+00,0.000000e+00,5.184818e-10,1.234671e-01,2.062412e-01,7.802398e-02,,,,,,1.417247e-06,1.683714e-02,4.420893e-02
5.0,7.086497e-03,0.000000e+00,3.971587e-02,0.000000e+00,5.946434e-03,3.191290e-02,4.194642e-02,4.613042e-02,8.297027e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.204148e-01,2.029531e-01,7.543293e-02,1.009299e-01,1.595558e-01,3.169508e-01,2.373946e-01,1.952948e-01,1.833870e-07,1.274542e-02,4.026893e-02
5.1,5.512164e-03,0.000000e+00,3.834839e-02,0.000000e+00,5.467858e-03,3.059608e-02,,,7.839926e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.178907e-01,2.004602e-01,7.287762e-02,,,,,,2.700262e-08,9.069441e-03,3.681156e-02
5.2,4.307670e-03,0.000000e+00,3.689492e-02,0.000000e+00,5.036876e-03,2.942301e-02,,,7.395878e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.148036e-01,1.970867e-01,7.047775e-02,,,,,,2.340155e-09,5.358373e-03,3.267852e-02
5.3,3.101230e-03,0.000000e+00,3.560489e-02,0.000000e+00,4.621906e-03,2.817122e-02,,,6.887977e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.122214e-01,1.936612e-01,6.771310e-02,,,,,,0.000000e+00,2.754375e-03,2.917298e-02
5.4,2.092964e-03,0.000000e+00,3.431541e-02,0.000000e+00,4.271823e-03,2.695996e-02,,,6.463607e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.089915e-01,1.907137e-01,6.542709e-02,,,,,,0.000000e+00,1.286991e-03,2.536539e-02
5.5,1.257435e-03,0.000000e+00,3.283770e-02,0.000000e+00,3.811984e-03,2.584792e-02,,,5.978411e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.063191e-01,1.877076e-01,6.304627e-02,,,,,,0.000000e+00,4.599619e-04,2.222203e-02
5.6,7.460268e-04,0.000000e+00,3.164533e-02,0.000000e+00,3.497875e-03,2.472737e-02,,,5.595386e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.035479e-01,1.847488e-01,6.057345e-02,,,,,,0.000000e+00,1.374516e-04,1.897341e-02
5.7,4.278075e-04,0.000000e+00,3.034006e-02,0.000000e+00,3.211031e-03,2.357199e-02,,,5.159787e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.009798e-01,1.811273e-01,5.864283e-02,,,,,,0.000000e+00,3.843302e-05,1.552405e-02
5.8,2.060409e-04,0.000000e+00,2.920086e-02,0.000000e+00,2.896555e-03,2.249731e-02,,,4.757528e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.811030e-02,1.784336e-01,5.605824e-02,,,,,,0.000000e+00,8.710749e-06,1.222255e-02
5.9,1.012232e-04,0.000000e+00,2.793718e-02,0.000000e+00,2.663768e-03,2.144245e-02,,,4.376697e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.547363e-02,1.753244e-01,5.398250e-02,,,,,,0.000000e+00,1.786105e-06,8.646629e-03
6.0,4.498546e-05,0.000000e+00,2.679150e-02,0.000000e+00,2.386735e-03,2.047988e-02,2.787750e-02,2.076713e-02,4.034940e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.264447e-02,1.724682e-01,5.186627e-02,8.394344e-02,1.410386e-01,2.966042e-01,2.134061e-01,1.788638e-01,0.000000e+00,3.096304e-07,5.105063e-03
6.1,1.775116e-05,0.000000e+00,2.560919e-02,0.000000e+00,2.142343e-03,1.950176e-02,,,3.644737e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.009393e-02,1.688312e-01,4.976355e-02,,,,,,0.000000e+00,5.724226e-08,2.775755e-03
6.2,6.793129e-06,0.000000e+00,2.457030e-02,0.000000e+00,1.939700e-03,1.855696e-02,,,3.332992e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.729984e-02,1.657541e-01,4.770489e-02,,,,,,0.000000e+00,9.795190e-09,1.258220e-03
6.3,2.321331e-06,0.000000e+00,2.348602e-02,0.000000e+00,1.749296e-03,1.763238e-02,,,3.021428e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.495582e-02,1.628501e-01,4.554208e-02,,,,,,0.000000e+00,3.222990e-10,4.517978e-04
6.4,7.811829e-07,0.000000e+00,2.233804e-02,0.000000e+00,1.541412e-03,1.666201e-02,,,2.735204e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.237519e-02,1.593604e-01,4.359308e-02,,,,,,0.000000e+00,0.000000e+00,1.398820e-04
6.5,2.345050e-07,0.000000e+00,2.128153e-02,0.000000e+00,1.402126e-03,1.579796e-02,,,2.458690e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.995759e-02,1.568144e-01,4.164027e-02,,,,,,0.000000e+00,0.000000e+00,3.862827e-05
6.6,7.383413e-08,0.000000e+00,2.033170e-02,0.000000e+00,1.245896e-03,1.498482e-02,,,2.197557e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.737552e-02,1.534418e-01,3.974320e-02,,,,,,0.000000e+00,0.000000e+00,9.019511e-06
6.7,1.689943e-08,0.000000e+00,1.923508e-02,0.000000e+00,1.120433e-03,1.418289e-02,,,1.985475e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.511823e-02,1.499559e-01,3.794609e-02,,,,,,0.000000e+00,0.000000e+00,1.941331e-06
6.8,4.624274e-09,0.000000e+00,1.846138e-02,0.000000e+00,9.965241e-04,1.346853e-02,,,1.770121e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.275638e-02,1.472251e-01,3.605511e-02,,,,,,0.000000e+00,0.000000e+00,3.696928e-07
6.9,4.203927e-10,0.000000e+00,1.740369e-02,0.000000e+00,8.701299e-04,1.271052e-02,,,1.588021e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.043678e-02,1.439659e-01,3.441708e-02,,,,,,0.000000e+00,0.000000e+00,6.628098e-08
7.0,3.503186e-10,0.000000e+00,1.661597e-02,0.000000e+00,7.694931e-04,1.197319e-02,1.697058e-02,6.830725e-03,1.421915e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.805867e-02,1.410009e-01,3.286633e-02,6.754927e-02,1.239772e-01,2.740790e-01,1.874977e-01,1.634838e-01,0.000000e+00,0.000000e+00,8.674088e-09
7.1,0.000000e+00,0.000000e+00,1.576454e-02,0.000000e+00,6.797403e-04,1.124116e-02,,,1.233225e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.575480e-02,1.378696e-01,3.122899e-02,,,,,,0.000000e+00,0.000000e+00,
7.2,0.000000e+00,0.000000e+00,1.489360e-02,0.000000e+00,5.905278e-04,1.058522e-02,,,1.117979e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.341227e-02,1.348052e-01,2.976691e-02,,,,,,0.000000e+00,0.000000e+00,
7.3,0.000000e+00,0.000000e+00,1.394805e-02,0.000000e+00,5.181333e-04,9.942995e-03,,,9.746859e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.110775e-02,1.315940e-01,2.815548e-02,,,,,,0.000000e+00,0.000000e+00,
7.4,0.000000e+00,0.000000e+00,1.311966e-02,0.000000e+00,4.565301e-04,9.359395e-03,,,8.583071e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.899870e-02,1.284758e-01,2.653113e-02,,,,,,0.000000e+00,0.000000e+00,
7.5,0.000000e+00,0.000000e+00,1.221148e-02,0.000000e+00,3.930596e-04,8.760703e-03,,,7.631338e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.700528e-02,1.253595e-01,2.528203e-02,,,,,,0.000000e+00,0.000000e+00,
7.6,0.000000e+00,0.000000e+00,1.139153e-02,0.000000e+00,3.502768e-04,8.159718e-03,,,6.769653e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.492644e-02,1.222935e-01,2.380411e-02,,,,,,0.000000e+00,0.000000e+00,
7.7,0.000000e+00,0.000000e+00,1.042720e-02,0.000000e+00,2.995205e-04,7.642347e-03,,,5.734785e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.291313e-02,1.193591e-01,2.263582e-02,,,,,,0.000000e+00,0.000000e+00,
7.8,0.000000e+00,0.000000e+00,9.331843e-03,0.000000e+00,2.628736e-04,7.172577e-03,,,5.218919e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.104475e-02,1.164261e-01,2.124096e-02,,,,,,0.000000e+00,0.000000e+00,
7.9,0.000000e+00,0.000000e+00,8.109776e-03,0.000000e+00,2.155872e-04,6.669076e-03,,,4.508616e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.897024e-02,1.135110e-01,2.004402e-02,,,,,,0.000000e+00,0.000000e+00,
8.0,0.000000e+00,0.000000e+00,6.819097e-03,0.000000e+00,1.914763e-04,6.146108e-03,9.264641e-03,1.848201e-03,3.944059e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.713745e-02,1.100745e-01,1.891153e-02,5.233505e-02,1.079865e-01,2.495659e-01,1.601085e-01,1.486765e-01,0.000000e+00,0.000000e+00,
8.1,0.000000e+00,0.000000e+00,5.709285e-03,0.000000e+00,1.589908e-04,5.714107e-03,,,3.491101e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.523844e-02,1.074757e-01,1.781064e-02,,,,,,0.000000e+00,0.000000e+00,
8.2,0.000000e+00,0.000000e+00,4.294868e-03,0.000000e+00,1.415060e-04,5.324242e-03,,,2.978509e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.349215e-02,1.045976e-01,1.668420e-02,,,,,,0.000000e+00,0.000000e+00,
8.3,0.000000e+00,0.000000e+00,3.180603e-03,0.000000e+00,1.225831e-04,4.945188e-03,,,2.547717e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.165414e-02,1.018345e-01,1.574201e-02,,,,,,0.000000e+00,0.000000e+00,
8.4,0.000000e+00,0.000000e+00,2.308537e-03,0.000000e+00,1.032466e-04,4.569725e-03,,,2.299661e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.003474e-02,9.851342e-02,1.472146e-02,,,,,,0.000000e+00,0.000000e+00,
8.5,0.000000e+00,0.000000e+00,1.616051e-03,0.000000e+00,8.493381e-05,4.223236e-03,,,1.988519e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.841006e-02,9.591323e-02,1.383244e-02,,,,,,0.000000e+00,0.000000e+00,
8.6,0.000000e+00,0.000000e+00,1.000365e-03,0.000000e+00,6.950549e-05,3.870232e-03,,,1.734997e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.674413e-02,9.295177e-02,1.286359e-02,,,,,,0.000000e+00,0.000000e+00,
8.7,0.000000e+00,0.000000e+00,6.265858e-04,0.000000e+00,5.849237e-05,3.597534e-03,,,1.534028e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.518733e-02,9.007735e-02,1.205782e-02,,,,,,0.000000e+00,0.000000e+00,
8.8,0.000000e+00,0.000000e+00,3.417169e-04,0.000000e+00,4.733935e-05,3.286189e-03,,,1.320022e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.362079e-02,8.745778e-02,1.121185e-02,,,,,,0.000000e+00,0.000000e+00,
8.9,0.000000e+00,0.000000e+00,1.887175e-04,0.000000e+00,4.105834e-05,3.019445e-03,,,1.156734e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.210064e-02,8.467451e-02,1.044108e-02,,,,,,0.000000e+00,0.000000e+00,
