Eb/No (dB),RS Depth 4 (BPSK),Concat 1/2 D4 (BPSK),RS Depth 4 (8PSK),Concat 1/2 D4 (8PSK),Uncoded (BPSK),Uncoded (8PSK),Uncoded (16QAM),CCSDS 4D-8PSK-TCM (BPSK),CCSDS 4D-8PSK-TCM-2.0 (BPSK),Concat 2/3 D4 (BPSK),Concat 3/4 D4 (BPSK),Concat 5/6 D4 (BPSK),Concat 7/8 D4 (BPSK),Uncoded (32APSK),Uncoded (64APSK),Uncoded (16APSK),Uncoded (64QAM),Uncoded (256QAM),Uncoded (256APSK),Uncoded (128APSK),Uncoded (128QAM),Concat 2/3 D4 (8PSK),Concat 3/4 D4 (8PSK),Concat 5/6 D4 (8PSK)
9.0,0.000000e+00,0.000000e+00,9.149413e-05,0.000000e+00,3.436124e-05,2.763811e-03,4.398596e-03,4.606778e-04,9.931681e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.071161e-02,8.180334e-02,9.732521e-03,3.846037e-02,9.277140e-02,2.229114e-01,1.323730e-01,1.343396e-01,0.000000e+00,0.000000e+00,
9.1,0.000000e+00,0.000000e+00,4.339861e-05,0.000000e+00,2.761816e-05,2.488170e-03,,,8.651396e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.942236e-02,7.924417e-02,9.049189e-03,,,,,,0.000000e+00,0.000000e+00,
9.2,0.000000e+00,0.000000e+00,1.926632e-05,0.000000e+00,2.226369e-05,2.281354e-03,,,7.548158e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.789446e-02,7.645410e-02,8.323004e-03,,,,,,0.000000e+00,0.000000e+00,
9.3,0.000000e+00,0.000000e+00,7.449246e-06,0.000000e+00,1.822989e-05,2.065687e-03,,,6.399725e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.668257e-02,7.420762e-02,7.792979e-03,,,,,,0.000000e+00,0.000000e+00,
9.4,0.000000e+00,0.000000e+00,3.052953e-06,0.000000e+00,1.503018e-05,1.869330e-03,,,5.505239e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.527223e-02,7.147447e-02,7.157108e-03,,,,,,0.000000e+00,0.000000e+00,
9.5,0.000000e+00,0.000000e+00,1.169299e-06,0.000000e+00,1.180229e-05,1.737312e-03,,,4.489747e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.407931e-02,6.908418e-02,6.564335e-03,,,,,,0.000000e+00,0.000000e+00,
9.6,0.000000e+00,0.000000e+00,3.905497e-07,0.000000e+00,1.004404e-05,1.551548e-03,,,4.069555e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.298521e-02,6.643014e-02,6.031746e-03,,,,,,0.000000e+00,0.000000e+00,
9.7,0.000000e+00,0.000000e+00,1.261879e-07,0.000000e+00,7.793849e-06,1.399696e-03,,,3.382363e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.183596e-02,6.399371e-02,5.624210e-03,,,,,,0.000000e+00,0.000000e+00,
9.8,0.000000e+00,0.000000e+00,3.492022e-08,0.000000e+00,6.066734e-06,1.271012e-03,,,2.959392e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.075847e-02,6.163829e-02,5.199363e-03,,,,,,0.000000e+00,0.000000e+00,
9.9,0.000000e+00,0.000000e+00,1.210718e-08,0.000000e+00,4.906049e-06,1.128507e-03,,,2.524711e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.969717e-02,5.946430e-02,4.731414e-03,,,,,,0.000000e+00,0.000000e+00,
10.0,0.000000e+00,0.000000e+00,2.648461e-09,0.000000e+00,3.985244e-06,1.012569e-03,1.748489e-03,9.576951e-05,2.108414e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.869661e-02,5.721128e-02,4.340608e-03,2.642727e-02,7.858995e-02,1.943051e-01,1.040948e-01,1.210686e-01,0.000000e+00,0.000000e+00,
10.1,0.000000e+00,0.000000e+00,1.737611e-09,0.000000e+00,3.050330e-06,9.081974e-04,,,1.743312e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.764630e-02,5.474897e-02,3.999293e-03,,,,,,0.000000e+00,0.000000e+00,
10.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.342768e-06,7.998307e-04,,,1.518229e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.675346e-02,5.252364e-02,3.620876e-03,,,,,,0.000000e+00,0.000000e+00,
10.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.877109e-06,7.089562e-04,,,1.341970e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.583190e-02,5.057037e-02,3.292652e-03,,,,,,0.000000e+00,0.000000e+00,
10.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.390007e-06,6.423432e-04,,,1.048514e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.488564e-02,4.820998e-02,3.036816e-03,,,,,,0.000000e+00,0.000000e+00,
10.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.088163e-06,5.607296e-04,,,9.232737e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.412140e-02,4.632976e-02,2.713897e-03,,,,,,0.000000e+00,0.000000e+00,
10.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.955839e-07,5.004313e-04,,,8.170374e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.319563e-02,4.425385e-02,2.475073e-03,,,,,,0.000000e+00,0.000000e+00,
10.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.319815e-07,4.462732e-04,,,6.452243e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.249599e-02,4.218162e-02,2.226622e-03,,,,,,0.000000e+00,0.000000e+00,
10.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.764983e-07,3.803545e-04,,,5.258636e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.182229e-02,4.049563e-02,2.018568e-03,,,,,,0.000000e+00,0.000000e+00,
10.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.466471e-07,3.403398e-04,,,4.587247e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.105292e-02,3.849793e-02,1.826421e-03,,,,,,0.000000e+00,0.000000e+00,
11.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.539784e-07,2.909091e-04,5.539919e-04,1.896910e-05,3.825186e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.040739e-02,3.656419e-02,1.590940e-03,1.692369e-02,6.502141e-02,1.639641e-01,7.793115e-02,1.087029e-01,0.000000e+00,0.000000e+00,
11.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.943375e-07,2.551850e-04,,,3.159538e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.813035e-03,3.494428e-02,1.456552e-03,,,,,,0.000000e+00,0.000000e+00,
11.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.428116e-07,2.256030e-04,,,2.880321e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.254836e-03,3.327865e-02,1.299888e-03,,,,,,0.000000e+00,0.000000e+00,
11.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.089736e-07,1.873499e-04,,,2.139390e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.663355e-03,3.166833e-02,1.176364e-03,,,,,,0.000000e+00,0.000000e+00,
11.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.238789e-08,1.664091e-04,,,1.852585e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.088636e-03,2.989222e-02,1.043482e-03,,,,,,0.000000e+00,0.000000e+00,
11.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.183072e-08,1.368162e-04,,,1.481345e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.553462e-03,2.867151e-02,9.051504e-04,,,,,,0.000000e+00,0.000000e+00,
11.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.685247e-08,1.199031e-04,,,1.246747e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.032173e-03,2.707761e-02,7.727767e-04,,,,,,0.000000e+00,0.000000e+00,
11.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.571435e-08,1.013159e-04,,,1.040449e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.628447e-03,2.560469e-02,7.275910e-04,,,,,,0.000000e+00,0.000000e+00,
11.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.876245e-08,8.932302e-05,,,8.292682e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.176858e-03,2.417758e-02,6.202255e-04,,,,,,0.000000e+00,0.000000e+00,
11.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.301163e-08,7.243784e-05,,,7.065677e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.671162e-03,2.303299e-02,5.404130e-04,,,,,,0.000000e+00,0.000000e+00,
12.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.542353e-09,6.425031e-05,1.420146e-04,2.674902e-06,5.721896e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.314733e-03,2.156741e-02,4.869323e-04,9.755041e-03,5.209742e-02,1.337361e-01,5.470727e-02,9.770894e-02,0.000000e+00,0.000000e+00,
12.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.504425e-09,5.704058e-05,,,4.367341e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.010379e-03,2.032733e-02,4.349419e-04,,,,,,0.000000e+00,0.000000e+00,
12.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.504553e-09,4.385322e-05,,,3.745690e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.609664e-03,1.919017e-02,3.640689e-04,,,,,,0.000000e+00,0.000000e+00,
12.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.780812e-09,3.887269e-05,,,3.101310e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.294112e-03,1.815259e-02,3.303051e-04,,,,,,0.000000e+00,0.000000e+00,
12.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.980820e-09,3.094989e-05,,,2.244767e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.967382e-03,1.694300e-02,2.682375e-04,,,,,,0.000000e+00,0.000000e+00,
12.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.285647e-09,2.630284e-05,,,2.011567e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.661520e-03,1.594543e-02,2.433110e-04,,,,,,0.000000e+00,0.000000e+00,
12.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.142584e-10,2.119149e-05,,,1.541445e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.365195e-03,1.501541e-02,2.019395e-04,,,,,,0.000000e+00,0.000000e+00,
12.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.809384e-10,1.741244e-05,,,1.261826e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.117355e-03,1.397621e-02,1.887435e-04,,,,,,0.000000e+00,0.000000e+00,
12.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.904544e-10,1.401477e-05,,,1.031452e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.908344e-03,1.313885e-02,1.514442e-04,,,,,,0.000000e+00,0.000000e+00,
12.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.523737e-10,1.209055e-05,,,8.380870e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.641475e-03,1.222039e-02,1.310907e-04,,,,,,0.000000e+00,0.000000e+00,
13.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.714209e-10,9.883852e-06,2.385829e-05,3.384692e-07,6.944318e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.421970e-03,1.137975e-02,1.113976e-04,4.948803e-03,4.002620e-02,1.039761e-01,3.521392e-02,8.879002e-02,0.000000e+00,0.000000e+00,
13.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.571029e-11,7.726971e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.219126e-03,1.064500e-02,9.035604e-05,,,,,,0.000000e+00,0.000000e+00,
13.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.523189e-12,6.449505e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.027918e-03,9.916502e-03,8.037778e-05,,,,,,0.000000e+00,0.000000e+00,
13.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.857010e-11,4.946529e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.886132e-03,9.263241e-03,6.096964e-05,,,,,,0.000000e+00,0.000000e+00,
13.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.523226e-12,3.854245e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.691727e-03,8.555571e-03,5.639711e-05,,,,,,0.000000e+00,0.000000e+00,
13.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.904629e-11,3.258284e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.536270e-03,7.881737e-03,4.628735e-05,,,,,,0.000000e+00,0.000000e+00,
13.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.904699e-11,2.425463e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.407096e-03,7.306036e-03,3.918783e-05,,,,,,0.000000e+00,0.000000e+00,
13.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.980537e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.298327e-03,6.837708e-03,3.210020e-05,,,,,,0.000000e+00,0.000000e+00,
13.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.446488e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.169730e-03,6.252433e-03,2.592983e-05,,,,,,0.000000e+00,0.000000e+00,
13.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.128935e-06,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.060399e-03,5.778440e-03,2.151988e-05,,,,,,0.000000e+00,0.000000e+00,
14.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.871182e-07,2.729356e-06,4.428595e-08,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.525506e-04,5.395216e-03,1.814740e-05,2.147765e-03,2.904640e-02,7.647348e-02,2.076952e-02,8.182485e-02,0.000000e+00,0.000000e+00,
14.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.366259e-07,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.449372e-04,4.842033e-03,1.479751e-05,,,,,,0.000000e+00,0.000000e+00,
14.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.111959e-07,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.730432e-04,4.444762e-03,1.189268e-05,,,,,,0.000000e+00,0.000000e+00,
14.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.883878e-07,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.779587e-04,4.123444e-03,9.571910e-06,,,,,,0.000000e+00,0.000000e+00,
14.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.792343e-07,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.283534e-04,3.765328e-03,7.683278e-06,,,,,,0.000000e+00,0.000000e+00,
14.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.245864e-07,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.507137e-04,3.466719e-03,6.100393e-06,,,,,,0.000000e+00,0.000000e+00,
14.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.629831e-07,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.980326e-04,3.145918e-03,5.002307e-06,,,,,,0.000000e+00,0.000000e+00,
14.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.186085e-07,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.391443e-04,2.854723e-03,3.806707e-06,,,,,,0.000000e+00,0.000000e+00,
14.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.879224e-08,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.969441e-04,2.627563e-03,2.963720e-06,,,,,,0.000000e+00,0.000000e+00,
14.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.026740e-08,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.527508e-04,2.335518e-03,2.314374e-06,,,,,,0.000000e+00,0.000000e+00,
15.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.555525e-08,1.861916e-07,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.005122e-04,2.112773e-03,1.762764e-06,7.745857e-04,1.981867e-02,5.258229e-02,1.081694e-02,7.699272e-02,0.000000e+00,0.000000e+00,
15.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.249581e-08,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.716201e-04,1.934442e-03,1.390177e-06,,,,,,0.000000e+00,0.000000e+00,
15.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.347439e-08,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.416129e-04,1.735200e-03,1.148049e-06,,,,,,0.000000e+00,0.000000e+00,
15.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.634902e-08,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.050361e-04,1.521029e-03,8.567523e-07,,,,,,0.000000e+00,0.000000e+00,
15.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.179938e-08,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.892385e-04,1.419372e-03,6.261581e-07,,,,,,0.000000e+00,0.000000e+00,
15.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.618588e-09,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.650094e-04,1.257442e-03,4.750750e-07,,,,,,0.000000e+00,0.000000e+00,
15.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.618708e-09,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.344947e-04,1.137600e-03,3.621245e-07,,,,,,0.000000e+00,0.000000e+00,
15.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.428343e-09,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.207753e-04,1.015201e-03,2.667617e-07,,,,,,0.000000e+00,0.000000e+00,
15.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.190391e-09,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.032624e-04,8.796901e-04,2.005725e-07,,,,,,0.000000e+00,0.000000e+00,
15.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.742766e-09,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.807495e-05,7.903912e-04,1.559043e-07,,,,,,0.000000e+00,0.000000e+00,
16.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.999392e-10,6.294866e-09,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.741384e-05,7.068294e-04,1.135725e-07,2.158521e-04,1.242883e-02,3.296499e-02,4.947816e-03,7.394559e-02,0.000000e+00,0.000000e+00,
16.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.285278e-10,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.558037e-05,6.267821e-04,7.765470e-08,,,,,,0.000000e+00,0.000000e+00,
16.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.809128e-10,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.542504e-05,5.468618e-04,5.601171e-08,,,,,,0.000000e+00,0.000000e+00,
16.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.856980e-10,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.811797e-05,4.860014e-04,4.434472e-08,,,,,,0.000000e+00,0.000000e+00,
16.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.380836e-10,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.026214e-05,4.265351e-04,3.031370e-08,,,,,,0.000000e+00,0.000000e+00,
16.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.666194e-11,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.403503e-05,3.735690e-04,2.110830e-08,,,,,,0.000000e+00,0.000000e+00,
16.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.238028e-10,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.826229e-05,3.177457e-04,1.472277e-08,,,,,,0.000000e+00,0.000000e+00,
16.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.618702e-11,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.451016e-05,2.877259e-04,1.027565e-08,,,,,,0.000000e+00,0.000000e+00,
16.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.761638e-11,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.904567e-05,2.346847e-04,6.923449e-09,,,,,,0.000000e+00,0.000000e+00,
16.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.856932e-11,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.621167e-05,2.125690e-04,4.561610e-09,,,,,,0.000000e+00,0.000000e+00,
17.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.523207e-12,9.523329e-11,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.414107e-05,1.788954e-04,3.561726e-09,4.502225e-05,6.967483e-03,1.877999e-02,1.960095e-03,7.237609e-02,0.000000e+00,0.000000e+00,
17.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.523288e-12,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.147402e-05,1.652068e-04,2.361775e-09,,,,,,0.000000e+00,0.000000e+00,
17.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.095273e-06,1.275259e-04,1.647524e-09,,,,,,0.000000e+00,0.000000e+00,
17.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.178499e-06,1.202583e-04,8.475699e-10,,,,,,0.000000e+00,0.000000e+00,
17.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.116398e-06,9.501488e-05,8.475795e-10,,,,,,0.000000e+00,0.000000e+00,
17.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.345853e-06,8.660624e-05,4.666311e-10,,,,,,0.000000e+00,0.000000e+00,
17.6,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.261679e-06,6.916765e-05,4.856848e-10,,,,,,0.000000e+00,0.000000e+00,
17.7,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.116552e-06,5.943355e-05,1.238024e-10,,,,,,0.000000e+00,0.000000e+00,
17.8,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.620495e-06,5.197740e-05,1.428512e-10,,,,,,0.000000e+00,0.000000e+00,
17.9,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.102889e-06,4.085732e-05,4.761620e-11,,,,,,0.000000e+00,0.000000e+00,
18.0,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.638372e-06,3.323679e-05,3.809306e-11,5.929000e-06,3.502188e-03,9.473504e-03,6.342164e-04,7.170871e-02,0.000000e+00,0.000000e+00,
18.1,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.404941e-06,3.079002e-05,5.713934e-11,,,,,,0.000000e+00,0.000000e+00,
18.2,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.035785e-06,2.454243e-05,0.000000e+00,,,,,,0.000000e+00,0.000000e+00,
18.3,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.675240e-07,2.023085e-05,0.000000e+00,,,,,,0.000000e+00,0.000000e+00,
18.4,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.481142e-07,1.712657e-05,0.000000e+00,,,,,,0.000000e+00,0.000000e+00,
18.5,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.099724e-07,1.345827e-05,0.000000e+00,,,,,,0.000000e+00,0.000000e+00,
